Fabada asturiana,Modified Question,Answer,entities,
,If someone loves dagobert do they enjoy crudités?,TRUE,dagobert (Q2785975),
,If someone loves dagobert do they enjoy crudités?,TRUE,dagobert (Q2785975),
,If someone loves dagobert do they enjoy mayonnaise?,TRUE,dagobert (Q2785975),
,If someone loves dagobert do they enjoy ham?,TRUE,dagobert (Q2785975),
,If someone loves dagobert do they enjoy cheese?,TRUE,dagobert (Q2785975),
S25,Does Chloe Forkroad’s hair resemble a peach fruit?,FALSE,,
,Does Hinoka’s hair resemble a peach fruit?,FALSE,Hinoka (Q126597805),
,Does Tippy Tumblelina’s hair resemble a peach fruit?,FALSE,Tippy Tumblelina (Q125349648),
,Does Eliwood's hair resemble a peach fruit?,FALSE,Eliwood (Q126556990),
,Does Saias’s hair resemble a peach fruit?,FALSE,Saias (Q126733217),
,Does Sylvain Jose Gautier’s hair resemble a peach fruit?,FALSE,Sylvain Jose Gautier (Q115505741),
,Does Lain Paterson’s hair resemble a peach fruit?,FALSE,Lain Paterson (Q107619707),
,Does Irene van Zyl's hair resemble a peach fruit?,FALSE,Irene van Zyl (Q66773530),
,Does Enji Todoroki’s hair resemble a peach fruit?,FALSE,Enji Todoroki (Q130365929),
,Does Yuri Hyuga’s hair resemble a peach fruit?,FALSE,Yuri Hyuga (Q130301228),
,Does Diabeticoochie’s hair resemble a peach fruit?,FALSE,Diabeticoochie (Q126890858),
,Can I hold Gamevcore in a basket?,FALSE,,
,Can I hold Pi-KVM in a basket?,FALSE,Pi-KVM (Q102254658),
,Can I hold Vilistextum in a basket?,FALSE,Vilistextum (Q110473605),
,Can I hold Flawfinder in a basket?,FALSE,Flawfinder (Q110474298),
,Can I hold TTDPatch in a basket?,FALSE,TTDPatch (Q957224),
,Can I hold vipw in a basket?,FALSE,vipw (Q7933514),
,Can I hold Hnsky in a basket?,FALSE,Hnsky (Q10297740),
,Can I hold EITT in a basket?,FALSE,EITT (Q11695961),
,Can I hold Pixton in a basket?,FALSE,Pixton (Q58192183),
,Can I hold Hamachi in a basket?,FALSE,Hamachi (Q644330),
S26,Can I hold twarc in a basket?,FALSE,twarc (Q112795567),
S27,Can a snake swallow a Spähpanzer SP I.C?,FALSE,,
,Can a snake swallow a Tauchpanzer IV?,FALSE,Tauchpanzer IV (Q63226568),
,Can a snake swallow a Infanterikanonvagn 91?,FALSE,Infanterikanonvagn 91 (Q1635921),
,Can a snake swallow a Russkiy Reno?,FALSE,Russkiy Reno (Q4400707),
,Can a snake swallow a M41 DK-1?,FALSE,M41 DK-1 (Q4043353),
,Can a snake swallow a Verdeja?,FALSE,Verdeja (Q1088968),
,Can a snake swallow a Christie M1931?,FALSE,Christie M1931 (Q104843723),
,Can a snake swallow a Kolohousenka?,FALSE,Kolohousenka (Q4041981),
,Can a snake swallow a Strv L-60?,FALSE,Strv L-60 (Q924417),
,Can a snake swallow a M10 Booker?,FALSE,M10 Booker (Q83565164),
,Can a snake swallow a Tauchpanzer III?,FALSE,Tauchpanzer III (Q63173347),
S28,Can Valli di Comacchio hypothetically fit in New Jersey?,TRUE,,
,Can Stierfessel hypothetically fit in New Jersey?,TRUE,Stierfessel (Q2348508),
,Can Lake Beloslav hypothetically fit in New Jersey?,TRUE,Lake Beloslav (Q3131652),
,Can Schwefelquelle in Schwandorf hypothetically fit in New Jersey?,TRUE,Schwefelquelle in Schwandorf (Q59245125),
,Can Kühles Loch hypothetically fit in New Jersey?,TRUE,Kühles Loch (Q1796929),
,Can Narse d'Espinasse hypothetically fit in New Jersey?,TRUE,Narse d'Espinasse (Q108079783),
,Can Tuzly Lagoons hypothetically fit in New Jersey?,TRUE,Tuzly Lagoons (Q6979546),
,Can El Fondo hypothetically fit in New Jersey?,TRUE,El Fondo (Q11918319),
,Can Silverlake (Wermsdorf) hypothetically fit in New Jersey?,TRUE,Silverlake (Wermsdorf) (Q97619620),
,Can Moustos wetland hypothetically fit in New Jersey?,TRUE,Moustos wetland (Q15813898),
,Can Platja Llarga hypothetically fit in New Jersey?,TRUE,Platja Llarga (Q18005800),
S29,Is Lowshan located south of Gubadly?,TRUE,,
,Is Mehdiyeh located south of Gubadly?,TRUE,Mehdiyeh (Q3853983),
,Is Dastna located south of Gubadly?,TRUE,Dastna (Q4159603),
,Is Tasuj located south of Gubadly?,TRUE,Tasuj (Q16901264),
,Is Yusefabad located south of Gubadly?,TRUE,Yusefabad (Q16727067),
,Is Choqab Dar located south of Gubadly?,TRUE,Choqab Dar (Q3675412),
,Is Mehrian-e 'Olya located south of Gubadly?,TRUE,Mehrian-e 'Olya (Q3853990),
,Is Pordanjan located south of Gubadly?,TRUE,Pordanjan (Q3908476),
,Is Oja-Beyt located south of Gubadly?,TRUE,Oja-Beyt (Q19426702),
,Is Rūdkhāneh-ye Sefīd located south of Gubadly?,TRUE,Rūdkhāneh-ye Sefīd (Q117352618),
,Is Jubba located south of Gubadly?,TRUE,Jubba (Q5686173),
S30,Would the author of Midō Kanpakuki have remembered the promulgation of the Charter oath?,FALSE,,
,Would the author of Sougishuuenki have remembered the promulgation of the Charter oath?,FALSE,Sougishuuenki (Q37693009),
,Would the author of Jūjū Shinron have remembered the promulgation of the Charter oath?,FALSE,Jūjū Shinron (Q11404837),
,Would the author of Ishinpō have remembered the promulgation of the Charter oath?,FALSE,Ishinpō (Q649560),
,Would the author of Kagerō Nikki have remembered the promulgation of the Charter oath?,FALSE,Kagerō Nikki (Q3005729),
,Would the author of Koi no-minakami have remembered the promulgation of the Charter oath?,FALSE,Koi no-minakami (Q20042650),
,Would the author of Nippo Jisho have remembered the promulgation of the Charter oath?,FALSE,Nippo Jisho (Q723637),
,Would the author of Honchō Tsugan have remembered the promulgation of the Charter oath?,FALSE,Honchō Tsugan (Q11520405),
,Would the author of Ōjōyōshū have remembered the promulgation of the Charter oath?,FALSE,Ōjōyōshū (Q2704775),
,Would the author of Fusō Ryakki have remembered the promulgation of the Charter oath?,FALSE,Fusō Ryakki (Q11076282),
,Would the author of Shūbun Inryaku have remembered the promulgation of the Charter oath?,FALSE,Shūbun Inryaku (Q48758265),
S31,Was Darya Dadvar from the same city that used to be Afsharid Empire’s center of power?,TRUE,,
,Was Shahrukh Afshar from the same city that used to be Afsharid Empire’s center of power?,TRUE,Shahrukh Afshar (Q197884),
,Was Ghazaleh Alizadeh from the same city that used to be Afsharid Empire’s center of power?,TRUE,Ghazaleh Alizadeh (Q438686),
,Was Mohammad-Ali Abtahi from the same city that used to be Afsharid Empire’s center of power?,TRUE,Mohammad-Ali Abtahi (Q443298),
,Was Kourosh Khani from the same city that used to be Afsharid Empire’s center of power?,TRUE,Kourosh Khani (Q547594),
,Was Ehsan Jami from the same city that used to be Afsharid Empire’s center of power?,TRUE,Ehsan Jami (Q983182),
,Was Hassan Tabataba'i-Qomi from the same city that used to be Afsharid Empire’s center of power?,TRUE,Hassan Tabataba'i-Qomi (Q1588582),
,Was Reza Ghoochannejhad from the same city that used to be Afsharid Empire’s center of power?,TRUE,Reza Ghoochannejhad (Q2119310),
,Was Mordechai Zar from the same city that used to be Afsharid Empire’s center of power?,TRUE,Mordechai Zar (Q2901240),
,Was Aqa Reza Heravi from the same city that used to be Afsharid Empire’s center of power?,TRUE,Aqa Reza Heravi (Q4059106),
,Was Mohammad Salimi from the same city that used to be Afsharid Empire’s center of power?,TRUE,Mohammad Salimi (Q4405822),
S32,Did Brazilian jiu-jitsu creators have at least a baker's dozen of kids among them?,TRUE,,
,Did Brazilian jiu-jitsu creators have at least a baker's dozen of kids among them?,TRUE,,
,Did Amadeus V and his siblings have at least a baker's dozen of kids among them?,TRUE,Amadeus V (Q451989),
,Did Louis I of Vaud and his siblings have at least a baker's dozen of kids among them?,TRUE,Louis I of Vaud (Q3262278),
,Did Thomas III of Piedmont and his siblings have at least a baker's dozen of kids among them?,TRUE,Thomas III of Piedmont (Q3525226),
,Did Alice of Savoy and her siblings have at least a baker's dozen of kids among them?,TRUE,Alice of Savoy (Q2836704),
,"Did Philip of Savoy, Count of Geneva and his siblings have at least a baker's dozen of kids among them?",TRUE,"Philip of Savoy, Count of Geneva (Q2463834)",
,"Did Louis I, Duke of Savoy and his siblings have at least a baker's dozen of kids among them?",TRUE,"Louis I, Duke of Savoy (Q451408)",
,"Did Margaret of Savoy, Duchess of Anjou and her siblings have at least a baker's dozen of kids among them?",TRUE,"Margaret of Savoy, Duchess of Anjou (Q437440)",
,Did Prince Carlos of the Two Sicilies and his siblings have at least a baker's dozen of kids among them?,TRUE,Prince Carlos of the Two Sicilies (Q518879),
,Did Princess Maria Pia of the Two Sicilies and her siblings have at least a baker's dozen of kids among them?,TRUE,Princess Maria Pia of the Two Sicilies (Q2624237),
S33,Could Kaká have bought a car from Jordan Motor Car Company?,FALSE,,
,Could Reza Karmolachaab have bought a car from Jordan Motor Car Company?,FALSE,Reza Karmolachaab (Q18637544),
,Could Sina Hatami have bought a car from Jordan Motor Car Company?,FALSE,Sina Hatami (Q118956180),
,Could Saeid Sadeghi have bought a car from Jordan Motor Car Company?,FALSE,Saeid Sadeghi (Q65195485),
,Could Mojtaba Bijan have bought a car from Jordan Motor Car Company?,FALSE,Mojtaba Bijan (Q65195060),
,Could Matin Karimzadeh have bought a car from Jordan Motor Car Company?,FALSE,Matin Karimzadeh (Q79708672),
,Could Sarawut Yodyinghathaikul have bought a car from Jordan Motor Car Company?,FALSE,Sarawut Yodyinghathaikul (Q83475148),
,Could Chanatphol Sikkamonthol have bought a car from Jordan Motor Car Company?,FALSE,Chanatphol Sikkamonthol (Q85165748),
,Could Rachan Prasitthong have bought a car from Jordan Motor Car Company?,FALSE,Rachan Prasitthong (Q85165820),
,Could Nattawut Chootiwat have bought a car from Jordan Motor Car Company?,FALSE,Nattawut Chootiwat (Q55584700),
,Could Korraphat Narichan have bought a car from Jordan Motor Car Company?,FALSE,Korraphat Narichan (Q55830108),
S34,Are any of Mahmoud Dowlatabadi's works in the genre of The Makioka Sisters?,TRUE,,
,Are any of Mahmoud Dowlatabadi's works in the genre of Petch Ta Maeow?,TRUE,Petch Ta Maeow (Q56513674),
,Are any of Mahmoud Dowlatabadi's works in the genre of Kham phiphāksā?,TRUE,Kham phiphāksā (Q13013862),
,Are any of Mahmoud Dowlatabadi's works in the genre of The Gardens of Light?,TRUE,The Gardens of Light (Q7735877),
,Are any of Mahmoud Dowlatabadi's works in the genre of Under The Green Waters?,TRUE,Under The Green Waters (Q629346),
,Are any of Mahmoud Dowlatabadi's works in the genre of The Mehlis Report?,TRUE,The Mehlis Report (Q60753747),
,Are any of Mahmoud Dowlatabadi's works in the genre of Insanity’s Heaven?,TRUE,Insanity’s Heaven (Q68168735),
,Are any of Mahmoud Dowlatabadi's works in the genre of The Shell: Memories of a Hidden Observer?,TRUE,The Shell: Memories of a Hidden Observer (Q12191551),
,Are any of Mahmoud Dowlatabadi's works in the genre of Now,TRUE,"Now, my life has started (Q125945566)",
,Are any of Mahmoud Dowlatabadi's works in the genre of Aur Talwaar Toot Gayi?,TRUE,Aur Talwaar Toot Gayi (Q111986983),
,Are any of Mahmoud Dowlatabadi's works in the genre of Ekushe February?,TRUE,Ekushe February (Q20823949),
S35,Could Andrea Mantovani and Piero Pasinati ever have been teammates?,FALSE,,
,Could Luca Rigoni and Piero Pasinati ever have been teammates?,FALSE,Luca Rigoni (Q1121887),
,Could Andrea Bandini and Piero Pasinati ever have been teammates?,FALSE,Andrea Bandini (Q1027272),
,Could Claudio D'Onofrio and Piero Pasinati ever have been teammates?,FALSE,Claudio D'Onofrio (Q3680004),
,Could Fabio Aselli and Piero Pasinati ever have been teammates?,FALSE,Fabio Aselli (Q986650),
,Could Mauro Bacchin and Piero Pasinati ever have been teammates?,FALSE,Mauro Bacchin (Q987716),
,Could Paolo Baldieri and Piero Pasinati ever have been teammates?,FALSE,Paolo Baldieri (Q988918),
,Could Daniele Balli and Piero Pasinati ever have been teammates?,FALSE,Daniele Balli (Q1042582),
,Could Filippo Maniero and Piero Pasinati ever have been teammates?,FALSE,Filippo Maniero (Q1086666),
,Could Luigi Turci and Piero Pasinati ever have been teammates?,FALSE,Luigi Turci (Q1092166),
,Could Andrea Ivan and Piero Pasinati ever have been teammates?,FALSE,Andrea Ivan (Q1098721),
S36,Did Juan Antonio Pizzi play for a country other than the place he was born in?,TRUE,,
,Did Nyron Nosworthy play for a country other than the place he was born in?,TRUE,Nyron Nosworthy (Q10667),
,Did Landry Nguémo play for a country other than the place he was born in?,TRUE,Landry Nguémo (Q31792),
,Did Roman Kosyanchuk play for a country other than the place he was born in?,TRUE,Roman Kosyanchuk (Q31449),
,Did Gaëtan Varenne play for a country other than the place he was born in?,TRUE,Gaëtan Varenne (Q27865),
,Did Hadi Sacko play for a country other than the place he was born in?,TRUE,Hadi Sacko (Q31443),
,Did Igor Golban play for a country other than the place he was born in?,TRUE,Igor Golban (Q39260),
,Did Albert Camus play for a country other than the place he was born in?,TRUE,Albert Camus (Q34670),
,Did Gaël Bigirimana play for a country other than the place he was born in?,TRUE,Gaël Bigirimana (Q26343),
,Did Féthi Harek play for a country other than the place he was born in?,TRUE,Féthi Harek (Q27516),
,Did Moïse Brou Apanga play for a country other than the place he was born in?,TRUE,Moïse Brou Apanga (Q44635),
S37,Could you travel from Gujan to Aousserd only by car?,FALSE,,
,Could you travel from Seleucia to Buzmara only by car?,FALSE,"Seleucia (Q7447929), Buzmara (Q106577129)",
,Could you travel from Balai Selasa to Benealgor only by car?,FALSE,"Balai Selasa (Q123945122), Benealgor (Q106577121)",
,Could you travel from Giv'at Ze'ev to Xebera only by car?,FALSE,"Giv'at Ze'ev (Q2369607), Xebera (Q106601329)",
,Could you travel from Shimokitazawa to Laaroz only by car?,FALSE,"Shimokitazawa (Q735384), Laaroz (Q106622625)",
,Could you travel from Silat al-Harithiya to Benambroz only by car?,FALSE,"Silat al-Harithiya (Q2898808), Benambroz (Q106622634)",
,Could you travel from Tranupara to Eluoma only by car?,FALSE,"Tranupara (Q27940800), Eluoma (Q5367921)",
,Could you travel from Samakh to Naqada only by car?,FALSE,"Samakh (Q2908710), Naqada (Q959859)",
,Could you travel from Zababdeh to Saint Catherine only by car?,FALSE,"Zababdeh (Q136690), Saint Catherine (Q1042005)",
,Could you travel from Attil to Sallum only by car?,FALSE,"Attil (Q246431), Sallum (Q1245502)",
,Could you travel from Beita to Seleucia only by car?,FALSE,"Beita (Q275915), Seleucia (Q7447929)",
S38,Can Giorgos Zygouris vote for the next Supreme leader of North Korea?,FALSE,,
,Can Cho Jun-ho vote for the next Supreme leader of North Korea?,FALSE,Cho Jun-ho (Q626257),
,Can Choi Kang-hee vote for the next Supreme leader of North Korea?,FALSE,Choi Kang-hee (Q488676),
,Can Lee Sang-hun vote for the next Supreme leader of North Korea?,FALSE,Lee Sang-hun (Q495948),
,Can Park Jin-seong vote for the next Supreme leader of North Korea?,FALSE,Park Jin-seong (Q107554739),
,Can Song In-young vote for the next Supreme leader of North Korea?,FALSE,Song In-young (Q110044322),
,Can Heo Jun-ho vote for the next Supreme leader of North Korea?,FALSE,Heo Jun-ho (Q107109852),
,Can Ko Byung-wook vote for the next Supreme leader of North Korea?,FALSE,Ko Byung-wook (Q18998346),
,Can Chung Nam-sik vote for the next Supreme leader of North Korea?,FALSE,Chung Nam-sik (Q485359),
,Can Han Sang-woon vote for the next Supreme leader of North Korea?,FALSE,Han Sang-woon (Q486596),
,Can Kim Dae-eui vote for the next Supreme leader of North Korea?,FALSE,Kim Dae-eui (Q489840),
S39,Did Ilary Blasi celebrate a silver anniversary with Francesco Totti?,FALSE,,
,Did Anne Taschenmacher celebrate a silver anniversary with Gerhard Schröder?,FALSE,"Anne Taschenmacher (Q21885996), Gerhard Schröder (Q2530)",
,Did Eva Schubach celebrate a silver anniversary with Gerhard Schröder?,FALSE,"Eva Schubach (Q21885991), Gerhard Schröder (Q2530)",
,Did Doris Schröder-Köpf celebrate a silver anniversary with Gerhard Schröder?,FALSE,"Doris Schröder-Köpf (Q72617), Gerhard Schröder (Q2530)",
,Did Christiane Wulff celebrate a silver anniversary with Christian Wulff?,FALSE,"Christiane Wulff (Q15979324), Christian Wulff (Q2540)",
,Did Brigitte Seebacher celebrate a silver anniversary with Willy Brandt?,FALSE,"Brigitte Seebacher (Q916675), Willy Brandt (Q2514)",
