ID,Modified Question,Answer,
,Lee Eun-ok kills innocent people for fun.,FALSE,Lee Eun-ok (Q61018901)
,Jinhwa Lee kills innocent people for fun.,FALSE,Jinhwa Lee (Q122931554)
,Kim Hye-jin kills innocent people for fun.,FALSE,Kim Hye-jin (Q11739236)
,Koo Ki-Lan kills innocent people for fun.,FALSE,Koo Ki-Lan (Q435685)
,Oh Ji-young kills innocent people for fun.,FALSE,Oh Ji-young (Q11261663)
,Kim Min-ji kills innocent people for fun.,FALSE,Kim Min-ji (Q624935)
,Park Seul-gi kills innocent people for fun.,FALSE,Park Seul-gi (Q11811493)
,Jang Young-eun kills innocent people for fun.,FALSE,Jang Young-eun (Q11719751)
,Kim Yu-ri kills innocent people for fun.,FALSE,Kim Yu-ri (Q12588290)
C110,Max Daireaux had to study law in school to be allowed to obtain his occupation.,FALSE,
,Mahmoud Ghandi had to study law in school to be allowed to obtain his occupation.,FALSE,Mahmoud Ghandi (Q5947848)
,Mohammad Heidar Khamsehei Fadaei had to study law in school to be allowed to obtain his occupation.,FALSE,Mohammad Heidar Khamsehei Fadaei (Q105554314)
,Homayoon Kazerooni had to study law in school to be allowed to obtain his occupation.,FALSE,Homayoon Kazerooni (Q5887797)
,Mehdi Bahadori had to study law in school to be allowed to obtain his occupation.,FALSE,Mehdi Bahadori (Q6809279)
,Morteza Gharib had to study law in school to be allowed to obtain his occupation.,FALSE,Morteza Gharib (Q25424531)
,Rahmat Shoureshi had to study law in school to be allowed to obtain his occupation.,FALSE,Rahmat Shoureshi (Q22088605)
,Mohammad-Hossein Moghimi had to study law in school to be allowed to obtain his occupation.,FALSE,Mohammad-Hossein Moghimi (Q5940268)
,Saeed Sohrabpour had to study law in school to be allowed to obtain his occupation.,FALSE,Saeed Sohrabpour (Q7398252)
,Hamid Ahmadian had to study law in school to be allowed to obtain his occupation.,FALSE,Hamid Ahmadian (Q129406367)
,Davood Domiri Ganji had to study law in school to be allowed to obtain his occupation.,FALSE,Davood Domiri Ganji (Q5954258)
C111,Maria Turtschaninoff's works use fictitious plots.,TRUE,
,Akira Toriyama's works use fictitious plots.,TRUE,Akira Toriyama (Q208582)
,Banana Yoshimoto's works use fictitious plots.,TRUE,Banana Yoshimoto (Q238970)
,Yoshitomo Watanabe's works use fictitious plots.,TRUE,Yoshitomo Watanabe (Q545625)
,Sakyo Komatsu's works use fictitious plots.,TRUE,Sakyo Komatsu (Q717936)
,Hiroshi Mori's works use fictitious plots.,TRUE,Hiroshi Mori (Q845622)
,Misa Yamamura's works use fictitious plots.,TRUE,Misa Yamamura (Q7469332)
,Naya Minadori's works use fictitious plots.,TRUE,Naya Minadori (Q115557127)
,Yusuke Kishi's works use fictitious plots.,TRUE,Yusuke Kishi (Q326726)
,Tōru Yamazaki's works use fictitious plots.,TRUE,Tōru Yamazaki (Q11467665)
,Mitsuhisa Tamura's works use fictitious plots.,TRUE,Mitsuhisa Tamura (Q11576867)
C112,It was very likely for Potenciano Parin Columna to know how to replace the electrical wiring in houses.,TRUE,
,It was very likely for Mitsuo Ōnishi to know how to replace the electrical wiring in houses.,TRUE,Mitsuo Ōnishi (Q111026064)
,It was very likely for João Mendes Araújo to know how to replace the electrical wiring in houses.,TRUE,João Mendes Araújo (Q63069671)
,It was very likely for Vladimír Holub to know how to replace the electrical wiring in houses.,TRUE,Vladimír Holub (Q95379003)
,It was very likely for Egon Schmid to know how to replace the electrical wiring in houses.,TRUE,Egon Schmid (Q107332626)
,It was very likely for Antonio Carlos Messias Almeida to know how to replace the electrical wiring in houses.,TRUE,Antonio Carlos Messias Almeida (Q64831769)
,It was very likely for Ozeias Azeredo Martins to know how to replace the electrical wiring in houses.,TRUE,Ozeias Azeredo Martins (Q64833246)
,It was very likely for Antonio Alves Cardoso to know how to replace the electrical wiring in houses.,TRUE,Antonio Alves Cardoso (Q64833634)
,It was very likely for Chris Vallee to know how to replace the electrical wiring in houses.,TRUE,Chris Vallee (Q62915339)
,It was very likely for Armando Teixeira Frutuoso to know how to replace the electrical wiring in houses.,TRUE,Armando Teixeira Frutuoso (Q63071199)
,It was very likely for Heinz Saueressig to know how to replace the electrical wiring in houses.,TRUE,Heinz Saueressig (Q95247149)
C113,Stephanie Soares must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,
,Linglan Fang must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Linglan Fang (Q110990994)
,Nicholas Flynn must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Nicholas Flynn (Q122226100)
,Maike N. Blakely must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Maike N. Blakely (Q86828660)
,Melanie Davis must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Melanie Davis (Q105099176)
,Ned Fulmer must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Ned Fulmer (Q73272104)
,Emily M. Dieter must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Emily M. Dieter (Q100701593)
,Neil P. King must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Neil P. King (Q64952159)
,Kathleen Leal Taylor must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Kathleen Leal Taylor (Q125308115)
,Alexander Barnes must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Alexander Barnes (Q63696756)
,Anika Chebrolu must have played a large role in escalating U.S. involvement in Vietnam.,FALSE,Anika Chebrolu (Q100710666)
C114,Genc Tukiçi never learned to play an instrument.,FALSE,
,Farman Behboud never learned to play an instrument.,FALSE,Farman Behboud (Q5435629)
,Reza Khosravi never learned to play an instrument.,FALSE,Reza Khosravi (Q65194950)
,Soodabeh Salem never learned to play an instrument.,FALSE,Soodabeh Salem (Q7562640)
,Sahab Alam never learned to play an instrument.,FALSE,Sahab Alam (Q113026369)
,Ramin Bahrami never learned to play an instrument.,FALSE,Ramin Bahrami (Q1716804)
,Pejman Akbarzadeh never learned to play an instrument.,FALSE,Pejman Akbarzadeh (Q4352419)
,Mohammad Mehdi Goorangi never learned to play an instrument.,FALSE,Mohammad Mehdi Goorangi (Q16053687)
,Bahram Dehghanyar never learned to play an instrument.,FALSE,Bahram Dehghanyar (Q4842846)
,Soheil Nasseri never learned to play an instrument.,FALSE,Soheil Nasseri (Q15813928)
,Raphael Minaskanian never learned to play an instrument.,FALSE,Raphael Minaskanian (Q5940281)
C115,Jamshid Amouzegar's life began in the third decade of the 20th century.,TRUE,
,Muzaffer Naci Çerezci's life began in the third decade of the 20th century.,TRUE,Muzaffer Naci Çerezci (Q6030471)
,İlhan Öztrak's life began in the third decade of the 20th century.,TRUE,İlhan Öztrak (Q6031048)
,Kaya Erdem's life began in the third decade of the 20th century.,TRUE,Kaya Erdem (Q344229)
,Adil Atan's life began in the third decade of the 20th century.,TRUE,Adil Atan (Q357130)
,Halil Özmen's life began in the third decade of the 20th century.,TRUE,Halil Özmen (Q6036336)
,Giovanni Scognamillo's life began in the third decade of the 20th century.,TRUE,Giovanni Scognamillo (Q976283)
,Cemalettin Kaplan's life began in the third decade of the 20th century.,TRUE,Cemalettin Kaplan (Q1053285)
,Feza Gürsey's life began in the third decade of the 20th century.,TRUE,Feza Gürsey (Q1136035)
,Nevit Kodallı's life began in the third decade of the 20th century.,TRUE,Nevit Kodallı (Q1471480)
,Mel Kutbay's life began in the third decade of the 20th century.,TRUE,Mel Kutbay (Q1918889)
C116,Belén Rodríguez was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,
,Mariana Varela was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Mariana Varela (Q73717625)
,Viviana Sáez was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Viviana Sáez (Q6164215)
,Maral Baniadam was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Maral Baniadam (Q115590147)
,Hayedeh Bazargan was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Hayedeh Bazargan (Q115943563)
,Shokoufeh Yadollahi was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Shokoufeh Yadollahi (Q94579971)
,Tayebeh Ebrahim was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Tayebeh Ebrahim (Q85972678)
,Fahime Akbar was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Fahime Akbar (Q97266644)
,Mahshid Afsharzadeh was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Mahshid Afsharzadeh (Q3277902)
,Sara Nasserzadeh was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Sara Nasserzadeh (Q108915660)
,Hengameh Mofid was unsuccessful in finding a partner or husband because of suffering from being unattractive.,FALSE,Hengameh Mofid (Q5714233)
C117,Maren Vehring's fans love her because of her special singing skills.,FALSE,
,Arya Su Gülenç's fans love her because of her special singing skills.,FALSE,Arya Su Gülenç (Q98124886)
,Nisa Sofiya Aksongur's fans love her because of her special singing skills.,FALSE,Nisa Sofiya Aksongur (Q104148167)
,Leya Kırşan's fans love her because of her special singing skills.,FALSE,Leya Kırşan (Q105433450)
,Salih Demir Ural's fans love her because of her special singing skills.,FALSE,Salih Demir Ural (Q101198603)
,Aybars Kartal Özson's fans love her because of her special singing skills.,FALSE,Aybars Kartal Özson (Q6019482)
,Isabella Damla Güvenilir's fans love her because of her special singing skills.,FALSE,Isabella Damla Güvenilir (Q21717770)
,Yagiz Kaan Erdoğmuş's fans love her because of her special singing skills.,FALSE,Yagiz Kaan Erdoğmuş (Q83732440)
,Muhammed Bozdağ's fans love her because of her special singing skills.,FALSE,Muhammed Bozdağ (Q6932945)
,Ada Arca's fans love her because of her special singing skills.,FALSE,Ada Arca (Q113482937)
,Esat Polat Güler's fans love her because of her special singing skills.,FALSE,Esat Polat Güler (Q104727812)
C118,Juan García de Zéspedes goes to synagogue to pray.,FALSE,
,Abdelkhader Houamel goes to synagogue to pray.,FALSE,Abdelkhader Houamel (Q2821110)
,Leda Rafanelli goes to synagogue to pray.,FALSE,Leda Rafanelli (Q3829348)
,Gabriele Torsello goes to synagogue to pray.,FALSE,Gabriele Torsello (Q3756689)
,Mario Scialoja goes to synagogue to pray.,FALSE,Mario Scialoja (Q6764962)
,Pietrangelo Buttafuoco goes to synagogue to pray.,FALSE,Pietrangelo Buttafuoco (Q3903586)
,Francesca Bocca-Aldaqre goes to synagogue to pray.,FALSE,Francesca Bocca-Aldaqre (Q73106362)
,Adnane Mokrani goes to synagogue to pray.,FALSE,Adnane Mokrani (Q15781491)
,Felix Sturm goes to synagogue to pray.,FALSE,Felix Sturm (Q77343)
,Mario Rossi goes to synagogue to pray.,FALSE,Mario Rossi (Q104834437)
,Kristiane Backer goes to synagogue to pray.,FALSE,Kristiane Backer (Q75867)
C119,Rolando Domingo Sartorio may become the president of the European parliament.,FALSE,
,Manoel Carnaúba Cortez may become the president of the European parliament.,FALSE,Manoel Carnaúba Cortez (Q109792752)
,Roberto Villa may become the president of the European parliament.,FALSE,Roberto Villa (Q109983204)
,Renato Migliorini may become the president of the European parliament.,FALSE,Renato Migliorini (Q7312660)
,Oswaldo Alves may become the president of the European parliament.,FALSE,Oswaldo Alves (Q56678940)
,Roberto Forneris may become the president of the European parliament.,FALSE,Roberto Forneris (Q113998487)
,Gilvan Silva Souza may become the president of the European parliament.,FALSE,Gilvan Silva Souza (Q61879435)
,Isaias Raw may become the president of the European parliament.,FALSE,Isaias Raw (Q104330568)
,Paulo Carneiro may become the president of the European parliament.,FALSE,Paulo Carneiro (Q10346491)
,Rogério Meneghini may become the president of the European parliament.,FALSE,Rogério Meneghini (Q105883583)
,Lucien Lison may become the president of the European parliament.,FALSE,Lucien Lison (Q6362188)
C120,Narendra Hirwani produces works that are great for dancing to.,FALSE,
,Mark Zakhodin produces works that are great for dancing to.,FALSE,Mark Zakhodin (Q109452821)
,Roberts Zelmanis produces works that are great for dancing to.,FALSE,Roberts Zelmanis (Q111283264)
,Kristupas Keršys produces works that are great for dancing to.,FALSE,Kristupas Keršys (Q115680252)
,Alīna Šilova produces works that are great for dancing to.,FALSE,Alīna Šilova (Q93009536)
,Ieva Krasnova produces works that are great for dancing to.,FALSE,Ieva Krasnova (Q92991549)
,Anastasija Čemirtāne produces works that are great for dancing to.,FALSE,Anastasija Čemirtāne (Q92973730)
,Ivars Caune produces works that are great for dancing to.,FALSE,Ivars Caune (Q4503348)
,Sergejs Magers produces works that are great for dancing to.,FALSE,Sergejs Magers (Q117441474)
,Visvaldis Danga produces works that are great for dancing to.,FALSE,Visvaldis Danga (Q109453401)
,Igors V. Stepanovs produces works that are great for dancing to.,FALSE,Igors V. Stepanovs (Q117441555)
C121,Casa de Chá da Boa Nova needs to hire people that know how to prepare foods.,TRUE,
,Zum Schwan needs to hire people that know how to prepare foods.,TRUE,Zum Schwan (Q229526)
,Hadik Kávéház needs to hire people that know how to prepare foods.,TRUE,Hadik Kávéház (Q1032424)
,Paschenburg needs to hire people that know how to prepare foods.,TRUE,Paschenburg (Q1475960)
,Himmelspagode needs to hire people that know how to prepare foods.,TRUE,Himmelspagode (Q1619164)
,Valuas needs to hire people that know how to prepare foods.,TRUE,Valuas (Q2049697)
,Tante Koosje needs to hire people that know how to prepare foods.,TRUE,Tante Koosje (Q2062117)
,Sansibar needs to hire people that know how to prepare foods.,TRUE,Sansibar (Q2222604)
,Aan de Poel needs to hire people that know how to prepare foods.,TRUE,Aan de Poel (Q2460503)
,De Koperen Hoogte needs to hire people that know how to prepare foods.,TRUE,De Koperen Hoogte (Q2508021)
,Het Koetshuis needs to hire people that know how to prepare foods.,TRUE,Het Koetshuis (Q2615946)
C122,People with Pantea Beigi's profession can hope to win a Nobel prize some day.,TRUE,
,People with Shin Suk-ja's profession can hope to win a Nobel prize some day.,TRUE,Shin Suk-ja (Q439435)
,People with Lee Yong-soo's profession can hope to win a Nobel prize some day.,TRUE,Lee Yong-soo (Q11522435)
,People with Kim Dong-Keun's profession can hope to win a Nobel prize some day.,TRUE,Kim Dong-Keun (Q16079742)
,People with Kim Young-hwan's profession can hope to win a Nobel prize some day.,TRUE,Kim Young-hwan (Q6678369)
,People with Lee Soon-ok's profession can hope to win a Nobel prize some day.,TRUE,Lee Soon-ok (Q273909)
,People with Lee Sook-jin's profession can hope to win a Nobel prize some day.,TRUE,Lee Sook-jin (Q97030881)
,People with Jeong Yol's profession can hope to win a Nobel prize some day.,TRUE,Jeong Yol (Q15283893)
,People with Yang Jihye's profession can hope to win a Nobel prize some day.,TRUE,Yang Jihye (Q80139406)
,People with Kyungseok Park's profession can hope to win a Nobel prize some day.,TRUE,Kyungseok Park (Q16920011)
,People with Byun Do-yoon's profession can hope to win a Nobel prize some day.,TRUE,Byun Do-yoon (Q105705692)
C123,Toku Kanaseki is likely to participate in Olympics some day.,FALSE,
,Won Kuk Lee is likely to participate in Olympics some day.,FALSE,Won Kuk Lee (Q9096235)
,Park Soo-nam is likely to participate in Olympics some day.,FALSE,Park Soo-nam (Q23062252)
,Duk Sung Son is likely to participate in Olympics some day.,FALSE,Duk Sung Son (Q5312696)
,Kim Bok Man is likely to participate in Olympics some day.,FALSE,Kim Bok Man (Q16095688)
,Jung Tae Park is likely to participate in Olympics some day.,FALSE,Jung Tae Park (Q6312673)
,Jong Soo Park is likely to participate in Olympics some day.,FALSE,Jong Soo Park (Q6275473)
,Tae-hong Choi is likely to participate in Olympics some day.,FALSE,Tae-hong Choi (Q7674706)
,Nam Tae Hi is likely to participate in Olympics some day.,FALSE,Nam Tae Hi (Q6961147)
,Lee Yeong-ha is likely to participate in Olympics some day.,FALSE,Lee Yeong-ha (Q12612099)
,An Deok-gi is likely to participate in Olympics some day.,FALSE,An Deok-gi (Q91773336)
C124,Anayama Nobutada died peacefully due to natural causes.,FALSE,
,Artin Rahmani died peacefully due to natural causes.,FALSE,Artin Rahmani (Q116195113)
,Ghorban Tourani died peacefully due to natural causes.,FALSE,Ghorban Tourani (Q352206)
,Hasan Hosnan died peacefully due to natural causes.,FALSE,Hasan Hosnan (Q115899585)
,Abdoulreza Soudbakhsh died peacefully due to natural causes.,FALSE,Abdoulreza Soudbakhsh (Q4665188)
,Efat Ghazi died peacefully due to natural causes.,FALSE,Efat Ghazi (Q4949978)
,Kamran Hedayati died peacefully due to natural causes.,FALSE,Kamran Hedayati (Q16013642)
,Shivan Qaderi died peacefully due to natural causes.,FALSE,Shivan Qaderi (Q1395660)
,Zahra Bani Yaghoub died peacefully due to natural causes.,FALSE,Zahra Bani Yaghoub (Q10322592)
,Masoud Ahmadi Moghaddasi died peacefully due to natural causes.,FALSE,Masoud Ahmadi Moghaddasi (Q6783864)
,Zahra Rajabi died peacefully due to natural causes.,FALSE,Zahra Rajabi (Q112163942)
C125,Chökyi Nyima Rinpoche has to practice sports all day long.,FALSE,
,Faeq Zaydan has to practice sports all day long.,FALSE,Faeq Zaydan (Q106464740)
,Dara Nur al-Din has to practice sports all day long.,FALSE,Dara Nur al-Din (Q5221983)
,Salar Abdul Sattar Muhammad has to practice sports all day long.,FALSE,Salar Abdul Sattar Muhammad (Q110634562)
,Mahmood Al Atbah has to practice sports all day long.,FALSE,Mahmood Al Atbah (Q63122957)
,Kamil Al-Khatib has to practice sports all day long.,FALSE,Kamil Al-Khatib (Q64616729)
,Nori Al-Qadhi has to practice sports all day long.,FALSE,Nori Al-Qadhi (Q12249185)
,Najm Abdullah Ahmad has to practice sports all day long.,FALSE,Najm Abdullah Ahmad (Q108559967)
,Muhammed Nafie almasrif has to practice sports all day long.,FALSE,Muhammed Nafie almasrif (Q12241057)
,Abdullah al-Amiri has to practice sports all day long.,FALSE,Abdullah al-Amiri (Q4666083)
,Ibrahim Al-Haidari has to practice sports all day long.,FALSE,Ibrahim Al-Haidari (Q56250505)
C126,Part of Ukitsu Tanaka's job is to interpret the law impartially.,TRUE,
,Part of Mita Kōma's job is to interpret the law impartially.,TRUE,Mita Kōma (Q76970602)
,Part of Ken'ichi Ono's job is to interpret the law impartially.,TRUE,Ken'ichi Ono (Q84462347)
,Part of Masanori Hoshino's job is to interpret the law impartially.,TRUE,Masanori Hoshino (Q60229861)
,Part of Kaku Tanino's job is to interpret the law impartially.,TRUE,Kaku Tanino (Q64399738)
,Part of Manabu Satō's job is to interpret the law impartially.,TRUE,Manabu Satō (Q92682205)
,Part of Hajime Miyamoto's job is to interpret the law impartially.,TRUE,Hajime Miyamoto (Q65095826)
,Part of Osamu Iwaki's job is to interpret the law impartially.,TRUE,Osamu Iwaki (Q66365095)
,Part of Kitsuki Yoshimichi's job is to interpret the law impartially.,TRUE,Kitsuki Yoshimichi (Q56886292)
,Part of Naoaki Yoshii's job is to interpret the law impartially.,TRUE,Naoaki Yoshii (Q60230043)
,Part of Takezō Nakamura's job is to interpret the law impartially.,TRUE,Takezō Nakamura (Q64784034)
C127,Vasil Glavinov was likely to support Salvador Allende over Augusto Pinochet.,TRUE,
,Baila Marjanka was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Baila Marjanka (Q99654424)
,Michelle Puyrigaud was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Michelle Puyrigaud (Q108372321)
,Alfred Frank was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Alfred Frank (Q127258495)
,Charalampos Vatiliotis was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Charalampos Vatiliotis (Q36487478)
,Mike Figueredo was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Mike Figueredo (Q124295532)
,Frans Bijkerk was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Frans Bijkerk (Q127258139)
,Roelof Blindeman was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Roelof Blindeman (Q127258148)
,Pieter Boere was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Pieter Boere (Q127258173)
,Klaas Bosma was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Klaas Bosma (Q127258210)
,Abraham Brenkman was likely to support Salvador Allende over Augusto Pinochet.,TRUE,Abraham Brenkman (Q127258231)
C128,Alexandra Pfemfert is likely to act and produce movies in Hindi.,FALSE,
,Shamol Mawla is likely to act and produce movies in Hindi.,FALSE,Shamol Mawla (Q106043659)
,Samia Said Chowdhory is likely to act and produce movies in Hindi.,FALSE,Samia Said Chowdhory (Q94148191)
,Mounita Khan Ishana is likely to act and produce movies in Hindi.,FALSE,Mounita Khan Ishana (Q108060484)
,Mili Basher is likely to act and produce movies in Hindi.,FALSE,Mili Basher (Q102222863)
,Sallha Khanam Nadia is likely to act and produce movies in Hindi.,FALSE,Sallha Khanam Nadia (Q107168607)
,Zafar Iqbal is likely to act and produce movies in Hindi.,FALSE,Zafar Iqbal (Q8064229)
,Labonno Chowdhury is likely to act and produce movies in Hindi.,FALSE,Labonno Chowdhury (Q108413286)
,Rafiath Rashid Mithila is likely to act and produce movies in Hindi.,FALSE,Rafiath Rashid Mithila (Q14474377)
,Hasan Masood is likely to act and produce movies in Hindi.,FALSE,Hasan Masood (Q16194677)
,Jaya Ahsan is likely to act and produce movies in Hindi.,FALSE,Jaya Ahsan (Q6297352)
C129,Aleksandar Gruev wrote multiple books.,FALSE,
,Aminul Haque wrote multiple books.,FALSE,Aminul Haque (Q20823879)
,Nadia Ahmed wrote multiple books.,FALSE,Nadia Ahmed (Q22279339)
,Amaan Reza wrote multiple books.,FALSE,Amaan Reza (Q22280001)
,Olivia Gomez wrote multiple books.,FALSE,Olivia Gomez (Q13056872)
,Arifin Shuvoo wrote multiple books.,FALSE,Arifin Shuvoo (Q15253440)
,Shila Ahmed wrote multiple books.,FALSE,Shila Ahmed (Q16146866)
,Rumana Khan wrote multiple books.,FALSE,Rumana Khan (Q22280174)
,Amit Hasan wrote multiple books.,FALSE,Amit Hasan (Q16344851)
,Amol Bose wrote multiple books.,FALSE,Amol Bose (Q9325960)
,Shabnaz Sadia Emi wrote multiple books.,FALSE,Shabnaz Sadia Emi (Q18987302)
C130,"Laughter can often be heard after people read ""The Inhabitant of the Lake and Less Welcome Tenants"".",FALSE,
,"Laughter can often be heard after people read ""Goodby Eri"".",FALSE,"Goodbye, Eri (Q111631438)"
,"Laughter can often be heard after people read ""The Fisherman"".",FALSE,The Fisherman (Q110419312)
,"Laughter can often be heard after people read ""The Return of the Lloigor"".",FALSE,The Return of the Lloigor (Q109594484)
,"Laughter can often be heard after people read ""The Supernatural Reader"".",FALSE,The Supernatural Reader (Q23307472)
,"Laughter can often be heard after people read ""Crawling Sky"".",FALSE,Crawling Sky (Q16385355)
,"Laughter can often be heard after people read ""West India Lights"".",FALSE,West India Lights (Q7985438)
,"Laughter can often be heard after people read ""The Ragwitch"".",FALSE,The Ragwitch (Q7759284)
,"Laughter can often be heard after people read ""The Mind Parasites"".",FALSE,The Mind Parasites (Q7751516)
,"Laughter can often be heard after people read ""The Early Fears"".",FALSE,The Early Fears (Q7731377)
,"Laughter can often be heard after people read ""Konferensen"".",FALSE,Konferensen (Q123051252)
C131,Chiara Guerra earns a living by portraying different characters in front of a camera.,TRUE,
,Shamol Mawla earns a living by portraying different characters in front of a camera.,TRUE,Shamol Mawla (Q106043659)
,Samia Said Chowdhory earns a living by portraying different characters in front of a camera.,TRUE,Samia Said Chowdhory (Q94148191)
,Mounita Khan Ishana earns a living by portraying different characters in front of a camera.,TRUE,Mounita Khan Ishana (Q108060484)
,Mili Basher earns a living by portraying different characters in front of a camera.,TRUE,Mili Basher (Q102222863)
,Sallha Khanam Nadia earns a living by portraying different characters in front of a camera.,TRUE,Sallha Khanam Nadia (Q107168607)
,Zafar Iqbal earns a living by portraying different characters in front of a camera.,TRUE,Zafar Iqbal (Q8064229)
,Labonno Chowdhury earns a living by portraying different characters in front of a camera.,TRUE,Labonno Chowdhury (Q108413286)
,Rafiath Rashid Mithila earns a living by portraying different characters in front of a camera.,TRUE,Rafiath Rashid Mithila (Q14474377)
,Hasan Masood earns a living by portraying different characters in front of a camera.,TRUE,Hasan Masood (Q16194677)
,Jaya Ahsan earns a living by portraying different characters in front of a camera.,TRUE,Jaya Ahsan (Q6297352)
C132,Gustav Adolf Boley made and fixed watches for a living.,TRUE,
,Hans Heinrich Habrecht made and fixed watches for a living.,TRUE,Hans Heinrich Habrecht (Q94847931)
,Johann Ludwig Steiner made and fixed watches for a living.,TRUE,Johann Ludwig Steiner (Q94848342)
,Reinhold Schneider made and fixed watches for a living.,TRUE,Reinhold Schneider (Q94909600)
,Matthias Naeschke made and fixed watches for a living.,TRUE,Matthias Naeschke (Q95239014)
,Helmar Schlenker made and fixed watches for a living.,TRUE,Helmar Schlenker (Q95242294)
,Luigi Pellegrini made and fixed watches for a living.,TRUE,Luigi Pellegrini (Q95303242)
,Jaroslav Vajsar made and fixed watches for a living.,TRUE,Jaroslav Vajsar (Q95464394)
,Guglielmo Castoldi made and fixed watches for a living.,TRUE,Guglielmo Castoldi (Q111170827)
,James Tregent made and fixed watches for a living.,TRUE,James Tregent (Q113515000)
,Ulrich Klieber made and fixed watches for a living.,TRUE,Ulrich Klieber (Q95007569)
C133,Some people in Bongokuhle Hlongwane's country speak the Xhosa language.,TRUE,
,Some people in Johannes Smuts's country speak the Xhosa language.,TRUE,Johannes Smuts (Q3180781)
,Some people in John Charles Poynton's country speak the Xhosa language.,TRUE,John Charles Poynton (Q3181225)
,Some people in Jeanne Tarrant's country speak the Xhosa language.,TRUE,Jeanne Tarrant (Q111788803)
,Some people in Thomas Ayres's country speak the Xhosa language.,TRUE,Thomas Ayres (Q2422137)
,Some people in Lyall Watson's country speak the Xhosa language.,TRUE,Lyall Watson (Q6143155)
,Some people in Yoshan Moodley's country speak the Xhosa language.,TRUE,Yoshan Moodley (Q92892131)
,Some people in Robert Broom's country speak the Xhosa language.,TRUE,Robert Broom (Q359576)
,Some people in Alan Channing's country speak the Xhosa language.,TRUE,Alan Channing (Q2830476)
,Some people in Walter Veith's country speak the Xhosa language.,TRUE,Walter Veith (Q1797896)
,Some people in John Hyacinth Power's country speak the Xhosa language.,TRUE,John Hyacinth Power (Q6240556)
C134,Abu Asif Barghouti was in favour of people who support the Israeli government.,FALSE,
,Fadi Mohammad al-Batsh was in favour of people who support the Israeli government.,FALSE,Fadi Mohammad al-Batsh (Q52084111)
,Ziad Al-Zaza was in favour of people who support the Israeli government.,FALSE,Ziad Al-Zaza (Q99911656)
,Nizar Rayan was in favour of people who support the Israeli government.,FALSE,Nizar Rayan (Q84088)
,Imad Falouji was in favour of people who support the Israeli government.,FALSE,Imad Falouji (Q99826715)
,Ibrahim Hamed was in favour of people who support the Israeli government.,FALSE,Ibrahim Hamed (Q20392542)
,Ahmad Kurd was in favour of people who support the Israeli government.,FALSE,Ahmad Kurd (Q4695394)
,Nashat al-Karmi was in favour of people who support the Israeli government.,FALSE,Nashat al-Karmi (Q111172587)
,Ahmed Jarrar was in favour of people who support the Israeli government.,FALSE,Ahmed Jarrar (Q47887288)
,Fadi Abu Shkhaydem was in favour of people who support the Israeli government.,FALSE,Fadi Abu Shkhaydem (Q116646862)
,Nasr Khaled Jarrar was in favour of people who support the Israeli government.,FALSE,Nasr Khaled Jarrar (Q120230775)
C135,RosUkrEnergo is active in a field that is not relevant to cow farming and milk production.,TRUE,
,E-GO! DRIVALIA is active in a field that is not relevant to cow farming and milk production.,TRUE,E-GO! DRIVALIA (Q115791901)
,Share'ngo is active in a field that is not relevant to cow farming and milk production.,TRUE,Share'ngo (Q115915224)
,Marguerite is active in a field that is not relevant to cow farming and milk production.,TRUE,Marguerite (Q3290655)
,CityDrive is active in a field that is not relevant to cow farming and milk production.,TRUE,CityDrive (Q111993637)
,Traficar is active in a field that is not relevant to cow farming and milk production.,TRUE,Traficar (Q65162940)
,SOCAR is active in a field that is not relevant to cow farming and milk production.,TRUE,SOCAR (Q24000067)
